"Name","Group A/acc@1","Group B/acc@1","Group A/acc@5","Group B/acc@5","Group A/acc@N","Group B/acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb"
"ImageNetR","1","0","1","0","1","0","finished","-","","","2026-01-27T15:00:06.000Z","175","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/videogame-imagenet.yaml","videogame","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","0.5","0","1","0","1","0","finished","-","","","2026-01-27T14:56:21.000Z","204","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/toy-imagenet.yaml","toy","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","1","0","1","0","1","0","finished","-","","","2026-01-27T14:52:35.000Z","208","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/tattoo-imagenet.yaml","tattoo","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","0","0","0","0","0","0","finished","-","","","2026-01-27T14:49:01.000Z","197","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/sticker-imagenet.yaml","sticker","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","0.5","0","1","0","1","0","finished","-","","","2026-01-27T14:44:50.000Z","230","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/sketch-imagenet.yaml","sketch","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","0.5","0","1","0","1","0","finished","-","","","2026-01-27T14:41:13.000Z","195","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/sculpture-imagenet.yaml","sculpture","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","1","0","1","0","1","0","finished","-","","","2026-01-27T14:37:30.000Z","203","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/painting-imagenet.yaml","painting","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","1","0","1","0","1","0","finished","-","","","2026-01-27T14:34:01.000Z","196","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/origami-imagenet.yaml","origami","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","1","0","1","0","1","0","finished","-","","","2026-01-27T14:30:23.000Z","206","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/graphic-imagenet.yaml","graphic","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
"ImageNetR","0.5","0","1","0","1","0","finished","-","","","2026-01-27T14:26:52.000Z","192","","data/knowledge_banks/blip/agg_imagenet_captions.json","data/knowledge_banks/blip/imagenet_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_imagenetr/graffiti-imagenet.yaml","graffiti","imagenet","ImageNetR","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_imagenet_captions.json","InvDiff","ImageNetR","0","true"
