"Name","acc@1","acc@5","acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.knowledge_bank_filename","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","knowledge_bank_from_blip_captions_file","prep_knowledge_bank","prep_knowledge_bank_from_blip_captions","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-24T19:56:04.000Z","81","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/19_medium.yaml","Abnormal widening or contour of the mediastinum","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Status post esophagectomy","0.77625","Post lung resection status","0.713125","atelectasis representation","0.71125","Increased lung opacity","0.675","presence of endotracheal tube","0.6468750000000001"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:54:24.000Z","90","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/18_medium.yaml","Pulmonary nodules or lung mass","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Postoperative changes in the lungs","0.926875","Presence of pneumothorax","0.879375","Lung resection","0.8237499999999999","Increased lung opacity","0.7812500000000001","Chest tube placement","0.71125"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:52:59.000Z","77","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/17_medium.yaml","Pleural fluid at the lung bases","Costophrenic angle abnormality without large effusion","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","presence of pleural effusion","0.9275","presence of a large right - sided pleural effusion","0.810625","Moderate to large-sized pleural effusions","0.77125","pleural effusion","0.7675000000000001","Increased opacity at right lung base","0.64625"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:51:28.000Z","80","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/16_medium.yaml","Clear lungs with no acute abnormality","Elevation of hemidiaphragm","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal heart size and mediastinal contours","0.8768750000000001","normal cardiac and mediastinal contours","0.8450000000000001","well expanded lungs","0.8156249999999999","clear lungs with no abnormalities detected","0.7943749999999999","Clear lungs with no focal consolidation","0.775"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-24T19:49:48.000Z","91","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/15_medium.yaml","Mediastinal or tracheal shift","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Right lung better aerated than on prior study","0.9275","Left lung better aerated than on prior study","0.91625","right lung aerated better than prior study","0.911875","Identification of pneumothorax","0.754375","large right pleural effusion","0.73875"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:48:17.000Z","82","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/14_medium.yaml","Clear lungs with no acute abnormality","Reduced lung volume due to atelectasis","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal cardiomediastinal and hilar contours","0.8206249999999999","Normal heart sizes","0.8043750000000002","Normal hilars and mediastinal contours","0.8037500000000001","Clear lungs with no focal consolidation","0.785","No focal consolidation","0.778125"
"MimicCxrImageSets","1","1","1","finished","-","","","2026-01-24T19:46:34.000Z","88","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/13_medium.yaml","Upper-lobe-predominant lung abnormality","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","New area of consolidation in the right upper lobe","0.8962500000000001","Presence of left upper lobe infiltrate with air bronchograms","0.8437499999999999","Increase in lung opacity","0.7843749999999998","Indentifying of orogastric tube","0.750625","Existence of right mid lung opacity","0.715625"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:44:57.000Z","89","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/12_medium.yaml","Lower-lobe-predominant lung abnormality","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Presence of atelectasis","0.8137500000000001","Presence of atelectasis","0.8137500000000001","Increased opacity in lungs","0.7131250000000001","Removal or insertion of PICC line","0.7099999999999999","opacity in lower lung lobes","0.701875"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-24T19:43:09.000Z","97","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/11_medium.yaml","Diffuse bilateral lung opacities","Unilateral lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","changes in lung opacity","0.68","mild pulmonary edema","0.66125","mild pulmonary edema","0.66125","increased lung opacity","0.655625","unchanged or stable lung opacity","0.6499999999999999"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-24T19:42:17.000Z","45","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/10_medium.yaml","Clear lungs with no acute abnormality","Localized lung opacity","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal hilar contours","0.923125","Normal mediastinal contours","0.915","Normal mediastinal contours","0.915","Clear lungs","0.9075","Clear lungs","0.9075"
