"Name","Group A/acc@1","Group B/acc@1","Group A/acc@5","Group B/acc@5","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@N","Group B/acc@N"
"MimicCxrImageSets","0.5","0","0.5","0","finished","-","","","2026-01-26T14:48:06.000Z","116","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/9_easy.yaml","Pleural fluid at the lung bases","Air in the pleural space with absent lung markings","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","0.5","0"
"MimicCxrImageSets","0.5","0.5","0.5","0.5","finished","-","","","2026-01-26T14:45:04.000Z","151","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/8_easy.yaml","Localized lung opacity","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5"
"MimicCxrImageSets","0","1","0","1","finished","-","","","2026-01-26T14:40:38.000Z","237","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/7_easy.yaml","Chest wall or rib abnormality","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","0","1"
"MimicCxrImageSets","1","1","1","1","finished","-","","","2026-01-26T14:38:42.000Z","95","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/6_easy.yaml","Clear lungs with no acute abnormality","Hyperinflated lungs with increased lung volume","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","1"
"MimicCxrImageSets","1","1","1","1","finished","-","","","2026-01-26T14:36:31.000Z","100","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/5_easy.yaml","Post-surgical changes of the chest","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","1"
"MimicCxrImageSets","1","1","1","1","finished","-","","","2026-01-26T14:34:32.000Z","89","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/4_easy.yaml","Clear lungs with no acute abnormality","Medical tubes or implanted devices present","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","1"
"MimicCxrImageSets","1","1","1","1","finished","-","","","2026-01-26T14:32:02.000Z","123","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/3_easy.yaml","Enlarged cardiac silhouette and Large heart","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","1"
"MimicCxrImageSets","1","1","1","1","finished","-","","","2026-01-26T14:30:11.000Z","87","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/2_easy.yaml","Clear lungs with no acute abnormality","Pleural fluid at the lung bases","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","1"
"MimicCxrImageSets","1","0.5","1","0.5","finished","-","","","2026-01-26T14:28:18.000Z","83","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/1_easy.yaml","Clear lungs with no acute abnormality","Air in the pleural space with absent lung markings","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","0.5"
"MimicCxrImageSets","1","0.5","1","0.5","finished","-","","","2026-01-26T14:25:50.000Z","118","","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","data/knowledge_banks/blip/mimic_cxr_imagesets_captions.json","Captioner","blip","3","20","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/0_easy.yaml","Clear lungs with no acute abnormality","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_mimic_cxr_imagesets_captions.json","InvDiff","MimicCxrImageSets","0","true","1","0.5"
