"Name","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","captioner.agg_knowledge_bank_filepath","captioner.analysis","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","time/generate_captions_minutes","time/generate_captions_seconds","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_clip_txt_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_txt_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"PairedImageSets","finished","-","","","2026-03-30T21:23:18.000Z","52","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/149_hard.yaml","People practicing the Sun Salutation in yoga","People practicing the Tree Pose in yoga","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5915765007336934","35.494590044021606","0.028121622403462727","1.6872973442077637","0.2077210307121277","12.46326184272766","0.007453552881876628","0.44721317291259766","0.00004380146662394206","0.002628087997436523","3.9736429850260414e-8","0.000002384185791015625","0.00004384915033976237","0.002630949020385742","0.006839497884114584","0.410369873046875","5.960464477539064e-8","0.0000035762786865234375","0.00006126960118611654","0.003676176071166992","0.22389597098032635","13.43375825881958","0.8435941298802694","50.61564779281616"
"PairedImageSets","finished","-","","","2026-03-30T21:22:21.000Z","49","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/148_hard.yaml","Cakes decorated with marzipan","Cakes decorated with buttercream roses","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0","0","0","0.49115959405899046","29.46957564353943","0.0162501056989034","0.975006341934204","0.2132859706878662","12.797158241271973","0.008933059374491374","0.5359835624694824","0.0000506281852722168","0.003037691116333008","5.5631001790364584e-8","0.000003337860107421875","0.00005069573720296224","0.0030417442321777344","0.008485798041025798","0.5091478824615479","5.5631001790364584e-8","0.000003337860107421875","0.00005668401718139648","0.003401041030883789","0.23140506347020467","13.88430380821228","0.7388148188591004","44.32888913154602"
"PairedImageSets","finished","-","","","2026-03-30T21:21:20.000Z","53","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/147_hard.yaml","Basketball players attempting free throws","Basketball players attempting slam dunks","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5859245578447978","35.155473470687866","0.019806766510009767","1.188405990600586","0.21028915643692017","12.61734938621521","0.009302695592244468","0.558161735534668","0.00004685322443644206","0.002811193466186523","3.178914388020833e-8","0.0000019073486328125","0.00004689296086629232","0.002813577651977539","0.007019952932993571","0.42119717597961426","5.1657358805338543e-8","0.0000030994415283203125","0.00005766948064168294","0.003460168838500977","0.22725876172383627","13.635525703430176","0.8329901258150737","49.97940754890442"
"PairedImageSets","finished","-","","","2026-03-30T21:20:20.000Z","52","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/146_hard.yaml","Male professional swimmers in freestyle race","Male professional swimmers in butterfly race","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","0.5","0.5","0.580612043539683","34.83672261238098","0.019891087214152017","1.193465232849121","0.2080713987350464","12.484283924102783","0.0068179885546366375","0.40907931327819824","0.00004286766052246094","0.002572059631347656","4.3710072835286455e-8","0.0000026226043701171875","0.0000429232915242513","0.002575397491455078","0.0070907195409139","0.425443172454834","6.357828776041668e-8","0.000003814697265625","0.00006175835927327475","0.003705501556396485","0.22267838716506955","13.360703229904177","0.8231815695762634","49.390894174575806"
"PairedImageSets","finished","-","","","2026-03-30T21:19:22.000Z","49","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/145_hard.yaml","Residential buildings in Art Deco style","Residential buildings in Brutalist style","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","0.5","0.5","0.5401133894920349","32.406803369522095","0.015518033504486084","0.931082010269165","0.2084783434867859","12.508700609207152","0.008280086517333984","0.49680519104003906","0.00004799763361612955","0.0028798580169677734","4.3710072835286455e-8","0.0000026226043701171875","0.000048049290974934895","0.0028829574584960938","0.007344369093577067","0.440662145614624","3.5762786865234374e-8","0.0000021457672119140625","0.00006277163823445639","0.003766298294067383","0.2247846722602844","13.487080335617064","0.7804161429405212","46.824968576431274"
"PairedImageSets","finished","-","","","2026-03-30T21:18:24.000Z","50","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/144_hard.yaml","Portraits painted in cubist style","Portraits painted in impressionist style","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","0.5","0.5","0.5714097539583842","34.28458523750305","0.01714488665262858","1.0286931991577148","0.2097949226697286","12.587695360183716","0.008059887091318767","0.483593225479126","0.00004255374272664388","0.002553224563598633","5.5631001790364584e-8","0.000003337860107421875","0.00004262526830037435","0.002557516098022461","0.00795964002609253","0.47757840156555176","7.152557373046876e-8","0.000004291534423828125","0.00006473859151204428","0.003884315490722656","0.22649173339207967","13.58950400352478","0.8150464097658793","48.90278458595276"
"PairedImageSets","finished","-","","","2026-03-30T21:17:28.000Z","48","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/143_hard.yaml","Books with hardcover binding","Books with leather-bound covers","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","0.5","0.5","0.505216904481252","30.31301426887512","0.02081758975982666","1.2490553855895996","0.209127676486969","12.54766058921814","0.007497970263163249","0.4498782157897949","0.00004787047704060872","0.002872228622436523","4.3710072835286455e-8","0.0000026226043701171875","0.000047930081685384114","0.002875804901123047","0.008176783720652262","0.49060702323913574","5.1657358805338543e-8","0.0000030994415283203125","0.00005546410878499349","0.00332784652709961","0.2254731337229411","13.528388023376465","0.7515076756477356","45.090460538864136"
"PairedImageSets","finished","-","","","2026-03-30T21:16:25.000Z","55","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/142_hard.yaml","Acoustic guitars being played","Classical guitars being played","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.6042455275853474","36.25473165512085","0.019386359055836997","1.1631815433502195","0.20976702769597372","12.586021661758425","0.007277345657348633","0.436640739440918","0.0000629583994547526","0.003777503967285156","4.76837158203125e-8","0.00000286102294921875","0.00006301005681355795","0.003780603408813477","0.008733745416005452","0.5240247249603271","6.357828776041668e-8","0.000003814697265625","0.00005074739456176758","0.0030448436737060547","0.22652233839035035","13.59134030342102","0.8501542607943217","51.0092556476593"
"PairedImageSets","finished","-","","","2026-03-30T21:15:23.000Z","54","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/141_hard.yaml","Poems written in free verse","Poems written in sonnet form","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.6164219617843628","36.98531770706177","0.020385293165842693","1.2231175899505615","0.20882787704467773","12.529672622680664","0.008401616414388021","0.5040969848632812","0.00006619691848754882","0.00397181510925293","8.344650268554688e-8","0.0000050067901611328125","0.00006628831227620443","0.003977298736572266","0.007396852970123291","0.44381117820739746","5.1657358805338543e-8","0.0000030994415283203125","0.00005171696345011393","0.003103017807006836","0.2258989135424296","13.553934812545776","0.8627062241236368","51.76237344741821"
"PairedImageSets","finished","-","","","2026-03-30T21:14:21.000Z","53","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/140_hard.yaml","Cities with Gothic architecture","Cities with Modernist architecture","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.589725120862325","35.3835072517395","0.02127339442571004","1.2764036655426023","0.20936630964279176","12.561978578567505","0.007602194945017497","0.4561316967010498","0.00004656712214152018","0.002794027328491211","5.5631001790364584e-8","0.000003337860107421875","0.000046642621358235675","0.0027985572814941406","0.007750050226847331","0.46500301361083984","5.1657358805338543e-8","0.0000030994415283203125","0.000055889288584391274","0.003353357315063477","0.22538965145746867","13.52337908744812","0.8363881985346476","50.18329191207886"
