"Name","acc@1","acc@5","acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.knowledge_bank_filename","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","knowledge_bank_from_blip_captions_file","prep_knowledge_bank","prep_knowledge_bank_from_blip_captions","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"MimicCxrImageSets","0","1","1","finished","-","","","2026-01-26T16:33:38.000Z","79","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/9_easy.yaml","Pleural fluid at the lung bases","Air in the pleural space with absent lung markings","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Removal of internal jugular catheter","0.856875","presence of pleural effusion","0.841875","persistent right pleural effusion","0.825625","Persistent right pleural effusion","0.825625","Moderate to large right pleural effusion","0.8175"
"MimicCxrImageSets","0","0.5","0.5","finished","-","","","2026-01-26T16:30:37.000Z","156","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/8_easy.yaml","Localized lung opacity","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Clear pneumothorax","0.7775","Lower lobe opacity","0.7175","Left retrocardiac opacity","0.6981250000000001","Normal cardiomediastinal silhouette","0.6725","Moderate right pleural effusion","0.671875"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T16:26:36.000Z","144","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/7_easy.yaml","Chest wall or rib abnormality","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","status post recent left upper lobe resection along with apical pneumothorax","0.7781250000000001","Presence of a chest tube in place","0.7725","Presence of a chest tube","0.7506250000000001","Images showing post-procedural status, such as surgery or tube placement","0.7399999999999999","Presence of chest tube","0.7343750000000001"
"MimicCxrImageSets","0","1","1","finished","-","","","2026-01-26T16:24:06.000Z","125","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/6_easy.yaml","Clear lungs with no acute abnormality","Hyperinflated lungs with increased lung volume","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Low lung volumes","0.8412499999999999","Findings of low lung volumes","0.82875","normal cardiac silhouette","0.7749999999999999","normal mediastinal contours","0.759375","Clear lungs","0.748125"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-26T16:21:20.000Z","143","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/5_easy.yaml","Post-surgical changes of the chest","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","changes in lung volumes","0.82125","status post aortic valve replacement","0.7568750000000001","presence of sternotomy wires","0.735","presence of picc line or chest tube","0.725625","identification of pulmonary edema","0.724375"
"MimicCxrImageSets","1","1","1","finished","-","","","2026-01-26T16:18:40.000Z","136","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/4_easy.yaml","Clear lungs with no acute abnormality","Medical tubes or implanted devices present","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal hilar and mediastinal contours","0.961875","Normal mediastinal contours","0.955","normal hilar contours","0.9525","unremarkable mediastinal contours","0.951875","Unremarkable cardiomediastinal silhouette","0.941875"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-26T16:15:57.000Z","143","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/3_easy.yaml","Enlarged cardiac silhouette and Large heart","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","indication of pulmonary edema","0.773125","moderate to severe cardiomegaly","0.765","Notable pulmonary vascular congestion","0.7474999999999999","Cardiomegaly","0.73625","pulmonary edema","0.73375"
"MimicCxrImageSets","0","0.5","0.5","finished","-","","","2026-01-26T16:13:16.000Z","137","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/2_easy.yaml","Clear lungs with no acute abnormality","Pleural fluid at the lung bases","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","mediastinal silhouette is unremarkable","0.96125","Unremarkable cardiomediastinal silhouette","0.95625","unremarkable mediastinal contours","0.955","Normal mediastinal contours","0.9525","normal pulmonary vasculature","0.95125"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T16:10:42.000Z","129","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/1_easy.yaml","Clear lungs with no acute abnormality","Air in the pleural space with absent lung markings","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal hilar contours","0.96875","no focal consolidation","0.951875","Normal mediastinal contours","0.949375","No evidence of pneumonia","0.94875","normal mediastinal silhouette","0.94375"
"MimicCxrImageSets","0","0.5","0.5","finished","-","","","2026-01-26T16:07:10.000Z","195","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/0_easy.yaml","Clear lungs with no acute abnormality","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","No free air beneath the right hemidiaphragm","0.990625","Normal cardiomediastinal silhouette","0.980625","Normal hilar and mediastinal contours","0.978125","Cardiomediastinal silhouette is unremarkable","0.9775","normal mediastinal contours","0.9775"
