"Name","acc@1","acc@5","acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.knowledge_bank_filename","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","knowledge_bank_from_blip_captions_file","prep_knowledge_bank","prep_knowledge_bank_from_blip_captions","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"MetaShift","0","0","0","finished","-","","","2026-01-28T20:38:42.000Z","95","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/99.yaml","woman(socks)","woman(woman)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Individuals swinging sports rackets","0.8483","People playing sports","0.8462","People playing sports","0.8462","Playing games on a field","0.8447","Individuals doing sport-related actions","0.8328"
"MetaShift","0.5","0.5","0.5","finished","-","","","2026-01-28T20:36:50.000Z","103","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/98.yaml","wine glass(plate)","wine glass(man)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","plate of food on table","0.8399000000000001","Desserts on a plate","0.8185","Detailed food items on a table","0.8094999999999999","pizza on a plate on a table","0.792","steak, potatoes and green beans on a plate","0.7737"
"MetaShift","0","0","0","finished","-","","","2026-01-28T20:35:06.000Z","100","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/97.yaml","wine(glasses)","wine(glass)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","people gathering around a table","0.6674","location being a church","0.652","group of people near a wine barrel","0.6456","mixed age groups, including children and adults, at the table","0.6407","people preparing food for a party","0.6334000000000001"
"MetaShift","0.5","1","1","finished","-","","","2026-01-28T20:33:27.000Z","95","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/96.yaml","windows(train)","windows(clock)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Train traveling down a track","0.9937","Trains parked together","0.9879","Trains on the track","0.987","Trains near various landscapes like rivers","0.9864","Trains parked or moving","0.9858"
"MetaShift","0.5","0.5","0.5","finished","-","","","2026-01-28T20:31:44.000Z","99","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/95.yaml","water(bench)","water(boat)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","bottle of water on a bench","0.9377","People sitting or standing on benches","0.9287","bench on a hill","0.9131","snowy park scenes","0.9092","street signs in a park","0.8972"
"MetaShift","0.5","1","1","finished","-","","","2026-01-28T20:30:00.000Z","99","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/94.yaml","wall(bear)","wall(curtain)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Bears in a zoo","0.9586","Teddy bears in various settings","0.9530999999999998","people interacting with bear-related items","0.9513","Images of real bears","0.9492","images involving a bear theme","0.9486"
"MetaShift","0","0","0","finished","-","","","2026-01-28T20:28:17.000Z","99","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/93.yaml","vehicle(fence)","vehicle(bus)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Images featuring animals","0.7585999999999999","Outdoor recreational activities","0.7554","Immersion in nature","0.7293999999999999","Sports activities involving children","0.7106","Images of children in costumes","0.7087"
"MetaShift","0.5","0.5","0.5","finished","-","","","2026-01-28T20:26:37.000Z","96","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/92.yaml","vegetable(broccoli)","vegetable(plate)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Vegetable focused meals","0.8601","Growing vegetables","0.8035","Vegetables displayed on a counter","0.7931","Grocery shopping scene","0.773","Variety of vegetables displayed on a table","0.771"
"MetaShift","0","0.5","0.5","finished","-","","","2026-01-28T20:24:48.000Z","104","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/91.yaml","umbrellas(person)","umbrellas(people)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Orange umbrellas on a beach at sunset","0.5896500000000001","People laying on the sand under umbrellas","0.56785","Tables and chairs on a beach with umbrellas","0.55855","Fruit stand on a sidewalk with colorful umbrellas","0.5516500000000001","People at the beach","0.55035"
"MetaShift","0","0","0","finished","-","","","2026-01-28T20:23:00.000Z","103","","false","false","false","blip","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/90.yaml","truck(person)","truck(tree)","MetaShift","1","./data/datasets/metashift","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MetaShift","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","People carrying umbrellas","0.6605000000000001","group preparing donuts","0.6420000000000001","people crossing a street with umbrellas","0.6411","People flying kites","0.6309","people walking or sitting in public spaces","0.6104"
