"Name","acc@1","acc@5","acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.knowledge_bank_filename","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","knowledge_bank_from_blip_captions_file","prep_knowledge_bank","prep_knowledge_bank_from_blip_captions","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"MimicCxrImageSets","0","1","1","finished","-","","","2026-01-26T21:57:00.000Z","183","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/29_hard.yaml","Localized lung opacity","Focal lucency or cavitary lung lesion","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","cardiomediastinal silhouette observations","0.646875","Presence of right lower lobe opacity","0.6375000000000001","pulmonary vascular congestion","0.6175","Existence of left lower lobe opacity","0.6156250000000001","new right lower lobe infiltrate with air bronchograms","0.615"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:53:57.000Z","75","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/28_hard.yaml","Localized lung opacity","Pulmonary nodules or lung mass","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","right lower lobe opacity","0.7","cardiomegaly","0.675","pulmonary edema","0.65","pulmonary edema","0.65","atelectasis","0.648125"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-26T21:52:27.000Z","71","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/27_hard.yaml","Clear lungs with no acute abnormality","Costophrenic angle abnormality without large effusion","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Normal hilar and mediastinal contours","0.8143750000000001","Clear lung observation","0.784375","Unremarkable or normal cardiomediastinal silhouette","0.7831250000000001","Clear lungs with no abnormalities","0.775625","Normal heart size","0.76625"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:50:16.000Z","117","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/26_hard.yaml","Upper-lobe-predominant lung abnormality","Apical pleural thickening or scarring","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","right upper lobe opacity","0.685","diffuse bilateral airspace opacities","0.6643749999999999","Appearance of air bronchograms","0.629375","Intubation","0.624375","Presence of chest tube","0.5706249999999999"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:48:00.000Z","119","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/25_hard.yaml","Interstitial lung disease with reticular pattern","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","new areas of increased opacity in lungs","0.829375","low lung volumes","0.8075","low lung volumes","0.8075","no acute cardiopulmonary process","0.781875","no focal consolidation","0.7725"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:46:40.000Z","64","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/24_hard.yaml","Diffuse bilateral lung opacities","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Increased lung opacity","0.7899999999999999","Persistent lung abnormalities","0.7625","Surgical interventions present (like endotracheal tube, PICC line)","0.7343750000000001","large area of opacification in right upper lobe","0.7081249999999999","Endotracheal tube in satisfactory position","0.701875"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-26T21:45:10.000Z","73","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/23_hard.yaml","Reduced lung volume due to atelectasis","Elevation of hemidiaphragm","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","increased opacity at lung base","0.71","Atelectasis at lung bases","0.63375","Subclavian catheter in mid svc","0.55625","left retrocardiac opacity","0.54625","Clear lungs","0.5331250000000001"
"MimicCxrImageSets","0","0.5","0.5","finished","-","","","2026-01-26T21:43:50.000Z","64","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/22_hard.yaml","Localized lung opacity","Reduced lung volume due to atelectasis","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","changes in comparison to prior studies","0.69625","Persistent lung opacities","0.686875","Existence of chest tubes","0.673125","Presence of pneumothorax","0.6724999999999999","Presence of pleural effusion","0.6675000000000001"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:42:32.000Z","60","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/21_hard.yaml","Lower-lobe-predominant lung abnormality","Upper-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","presence of atelectasis","0.8274999999999999","possible atelectasis","0.65375","opacity suggestive of pneumonia","0.6418750000000001","low lung volumes","0.620625","low lung volumes","0.620625"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-26T21:40:57.000Z","63","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/20_hard.yaml","Lower-lobe-predominant lung abnormality","Localized lung opacity","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","left retrocardiac opacity","0.665625","opacity in lung lobes","0.659375","increased opacity at lung base","0.62875","atelectasis or aspiration","0.6174999999999999","low lung volumes","0.6025"
