"Name","acc@1","acc@5","acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.knowledge_bank_filename","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","knowledge_bank_from_blip_captions_file","prep_knowledge_bank","prep_knowledge_bank_from_blip_captions","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"MimicCxrImageSets","0","0","0","finished","-","","","2026-01-27T00:50:39.000Z","149","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/29_hard.yaml","Focal lucency or cavitary lung lesion","Localized lung opacity","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","unchanged position of medical tubes","0.674375","chest tube placements or removals","0.618125","persistent right apical pneumothorax","0.600625","nasogastric tube terminates in the stomach","0.5975","no significant interval change in bilateral parenchymal opacities","0.564375"
"MimicCxrImageSets","0","0","0","finished","-","","","2026-01-27T00:45:33.000Z","73","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/28_hard.yaml","Pulmonary nodules or lung mass","Localized lung opacity","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","left upper lobe resection","0.7106249999999998","port-a-cath in position","0.69875","Port-a-cath in place","0.6981249999999999","status post upper lobe resection","0.695625","Presence of pneumothorax","0.665"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-27T00:44:26.000Z","49","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/27_hard.yaml","Costophrenic angle abnormality without large effusion","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Small right or left-sided pleural effusion","0.8475","Presence of a small right-sided pleural effusion","0.8324999999999999","Presence of small right pleural effusion","0.82875","Presence of small left pleural effusion","0.765","Atelectasis in lungs","0.68625"
"MimicCxrImageSets","0","0","0","finished","-","","","2026-01-27T00:39:08.000Z","224","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/26_hard.yaml","Apical pleural thickening or scarring","Upper-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","persistent left retrocardiac opacity","0.7506250000000001","persistent left retrocardiac opacity","0.7506250000000001","small left pleural effusion","0.715625","new left retrocardiac opacity, likely atelectasis","0.71375","small area of increased opacity at the lung base","0.66125"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-27T00:36:33.000Z","142","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/25_hard.yaml","Diffuse bilateral lung opacities","Interstitial lung disease with reticular pattern","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Increased lung opacity","0.7818749999999999","Presence of pleural effusions","0.78","presence of pleural effusion","0.75625","bilateral lung opacities","0.745625","Nasogastric tube in the stomach","0.691875"
"MimicCxrImageSets","0.5","1","1","finished","-","","","2026-01-27T00:32:09.000Z","61","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/24_hard.yaml","Lower-lobe-predominant lung abnormality","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","presence of atelectasis or pneumonia","0.86875","opacity at left lung base","0.8543750000000001","possible atelectasis or pneumonia","0.84625","opacity in lower lobes","0.830625","new opacity in right lower lobe","0.8081249999999999"
"MimicCxrImageSets","0","0.5","0.5","finished","-","","","2026-01-27T00:30:29.000Z","84","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/23_hard.yaml","Elevation of hemidiaphragm","Reduced lung volume due to atelectasis","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Large right pleural effusion","0.7381250000000001","Picc line placement","0.620625","no pleural effusion","0.606875","presence of PICC line","0.604375","low lung volumes","0.6006250000000001"
"MimicCxrImageSets","0","0","0","finished","-","","","2026-01-27T00:25:33.000Z","46","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/22_hard.yaml","Reduced lung volume due to atelectasis","Localized lung opacity","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","unremarkable mediastinal and hilar structures","0.7443749999999999","no evidence of pneumonia","0.7443749999999999","Clear lungs","0.730625","lungs are clear","0.7225","Normal cardiomediastinal silhouette","0.7224999999999999"
"MimicCxrImageSets","1","1","1","finished","-","","","2026-01-27T00:24:14.000Z","62","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/21_hard.yaml","Upper-lobe-predominant lung abnormality","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","right upper lobe mass","0.9025","Right upper lobe opacity","0.87","Unremarkable mediastinal contours","0.698125","patient is intubated","0.6856249999999999","Visualizing Diffuse bilateral airspace opacities","0.6625000000000001"
"MimicCxrImageSets","0.5","0.5","0.5","finished","-","","","2026-01-27T00:19:13.000Z","132","","false","false","false","blip_mimic_cxr","Describe the chest X-ray image in detail.","configs/sweep_mimic_cxr_purity1.0_seed0/20_hard.yaml","Localized lung opacity","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data","false","ViT-bigG-14","agg_knowledge_bank_from_blip_captions.json","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","knowledge_bank_from_gpt4.json","knowledge_bank_from_blip_captions.json","false","false","VisDiff-MimicCxrImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Detailed findings about effusion","0.648125","Persistent status of medical tubes and catheters","0.64375","Satisfactory positioning of medical devices","0.6174999999999999","Existence of pleural effusion","0.605","Increased lung opacity","0.6018749999999999"
