"Name","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","captioner.agg_knowledge_bank_filepath","captioner.analysis","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","time/generate_captions_minutes","time/generate_captions_seconds","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_clip_txt_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_txt_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"PairedImageSets","finished","-","","","2026-03-27T12:16:31.000Z","48","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/29_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5150830308596294","30.90498185157776","0.017958823839823404","1.0775294303894043","0.2142689347267151","12.856136083602903","0.007506465911865235","0.45038795471191406","0.000022904078165690103","0.0013742446899414062","4.76837158203125e-8","0.00000286102294921875","0.000022959709167480468","0.001377582550048828","0.00754710833231608","0.4528264999389648","4.3710072835286455e-8","0.0000026226043701171875","0.000043614705403645834","0.00261688232421875","0.2304536501566569","13.827219009399414","0.7634955485661824","45.80973291397095"
"PairedImageSets","finished","-","","","2026-03-27T12:15:34.000Z","50","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/28_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5340686718622843","32.04412031173706","0.02269243399302165","1.3615460395812988","0.21280656258265176","12.768393754959106","0.007504800955454509","0.4502880573272705","0.00003477732340494792","0.002086639404296875","5.5631001790364584e-8","0.000003337860107421875","0.00003485282262166341","0.0020911693572998047","0.007805116971333821","0.4683070182800293","4.76837158203125e-8","0.00000286102294921875","0.000049225489298502605","0.002953529357910156","0.22930179039637247","13.758107423782349","0.7860629439353943","47.16377663612366"
"PairedImageSets","finished","-","","","2026-03-27T12:14:33.000Z","53","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/27_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.614929993947347","36.89579963684082","0.020158588886260983","1.2095153331756592","0.21365635395050048","12.81938123703003","0.0077109694480896","0.462658166885376","0.000024159749348958332","0.0014495849609375","4.3710072835286455e-8","0.0000026226043701171875","0.00002421140670776367","0.0014526844024658203","0.007904509703318277","0.4742705821990967","3.5762786865234374e-8","0.0000021457672119140625","0.000046694278717041014","0.002801656723022461","0.2306109587351481","13.836657524108888","0.8656995733578999","51.941974401474"
"PairedImageSets","finished","-","","","2026-03-27T12:13:41.000Z","45","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/26_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","1","1","0.46786786715189616","28.07207202911377","0.015571180979410808","0.9342708587646484","0.2107724626859029","12.646347761154177","0.007761267820994059","0.4656760692596435","0.00002429087956746419","0.0014574527740478516","4.76837158203125e-8","0.00000286102294921875","0.000024346510569254556","0.0014607906341552734","0.007017819086710612","0.4210691452026367","5.1657358805338543e-8","0.0000030994415283203125","0.00004685322443644206","0.002811193466186523","0.22668712933858232","13.60122776031494","0.7101262172063192","42.60757303237915"
"PairedImageSets","finished","-","","","2026-03-27T12:12:42.000Z","51","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/25_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5805030266443888","34.83018159866333","0.016277249654134116","0.9766349792480468","0.21581594546635943","12.948956727981567","0.0063879172007242834","0.38327503204345703","0.00005010366439819336","0.0030062198638916016","6.75519307454427e-8","0.0000040531158447265625","0.00005018313725789388","0.003010988235473633","0.007411642869313558","0.4446985721588135","7.947285970052084e-8","0.00000476837158203125","0.00006160338719685872","0.003696203231811523","0.23025332689285277","13.815199613571169","0.8270336667696635","49.62202000617981"
"PairedImageSets","finished","-","","","2026-03-27T12:11:46.000Z","48","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/24_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","1","1","0.5184750278790792","31.10850167274475","0.016640504201253254","0.9984302520751952","0.21720757881800337","13.0324547290802","0.01583441098531087","0.9500646591186525","0.00003151098887125651","0.0018906593322753904","3.9736429850260414e-8","0.000002384185791015625","0.000031558672587076825","0.0018935203552246096","0.00646367073059082","0.3878202438354492","2.7815500895182292e-8","0.0000016689300537109375","0.000046531359354654946","0.002791881561279297","0.24010934432347616","14.40656065940857","0.7752249081929524","46.51349449157715"
"PairedImageSets","finished","-","","","2026-03-27T12:10:51.000Z","48","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/23_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","0.5","0.5","0.5040632446606954","30.243794679641724","0.017291951179504394","1.0375170707702637","0.21996150811513265","13.19769048690796","0.0067849318186442055","0.40709590911865234","0.0004248340924580892","0.02549004554748535","3.5762786865234374e-8","0.0000021457672119140625","0.00042487780253092446","0.02549266815185547","0.007238670190175375","0.43432021141052246","4.3710072835286455e-8","0.0000026226043701171875","0.000043062369028727215","0.002583742141723633","0.2359910249710083","14.159461498260498","0.7573462526003519","45.44077515602112"
"PairedImageSets","finished","-","","","2026-03-27T12:09:53.000Z","51","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/22_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5","1","1","0.553997786839803","33.239867210388184","0.016066014766693115","0.9639608860015868","0.22250409523646036","13.350245714187622","0.007305840651194255","0.4383504390716553","0.00002795855204264323","0.0016775131225585938","3.9736429850260414e-8","0.000002384185791015625","0.000028010209401448568","0.001680612564086914","0.007663047313690186","0.45978283882141113","3.5762786865234374e-8","0.0000021457672119140625","0.000046805540720621744","0.0028083324432373047","0.23873409032821655","14.324045419692991","0.8087979356447855","48.527876138687134"
"PairedImageSets","finished","-","","","2026-03-27T12:09:00.000Z","46","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/21_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0","0.5","0.5","0.46845386425654095","28.107231855392456","0.02782886823018392","1.6697320938110352","0.217236069838206","13.034164190292358","0.006847071647644043","0.4108242988586426","0.000025022029876708985","0.001501321792602539","5.1657358805338543e-8","0.0000030994415283203125","0.0000250856081644694","0.001505136489868164","0.007999229431152343","0.4799537658691406","7.152557373046876e-8","0.000004291534423828125","0.000048824151357014974","0.0029294490814208984","0.23326204617818197","13.995722770690918","0.7295448144276937","43.77268886566162"
"PairedImageSets","finished","-","","","2026-03-27T12:07:59.000Z","53","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/20_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","1","1","1","0.5836031397183736","35.01618838310242","0.016024263699849446","0.9614558219909668","0.21826508442560832","13.0959050655365","0.0063799818356831866","0.3827989101409912","0.00002799828847249349","0.0016798973083496094","4.76837158203125e-8","0.00000286102294921875","0.00002804994583129883","0.0016829967498779297","0.008505098025004069","0.5103058815002441","6.357828776041668e-8","0.000003814697265625","0.000045518080393473305","0.0027310848236083984","0.23425533771514892","14.055320262908936","0.8338827927907307","50.03296756744385"
