"Name","Group A/acc@1","Group B/acc@1","Group A/acc@5","Group B/acc@5","Group A/acc@N","Group B/acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb"
"PairedImageSets","0.5","1","1","1","1","1","finished","-","","","2026-01-09T06:01:56.000Z","62","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/49_easy.yaml","Lanterns in a festival","Fireworks in a festival","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T06:00:50.000Z","57","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/48_easy.yaml","Oranges on a tree","Bird nests on a tree","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:59:37.000Z","64","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/47_easy.yaml","Bridges over a river","Boats on a river","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:58:27.000Z","61","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/46_easy.yaml","Zebra crossings on a street","Traffic lights on a street","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:57:22.000Z","55","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/45_easy.yaml","Chocolates in a box","Candies in a jar","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","0.5","1","1","1","1","finished","-","","","2026-01-09T05:56:15.000Z","57","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/44_easy.yaml","Mice in a barn","Horses in a barn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:55:01.000Z","64","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/43_easy.yaml","Sandcastles on a beach","Umbrellas on a beach","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:53:51.000Z","60","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/42_easy.yaml","People in an elevator","People on an escalator","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","0","1","1","1","1","finished","-","","","2026-01-09T05:52:49.000Z","53","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/41_easy.yaml","Tomatoes in a basket","Eggs in a basket","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2026-01-09T05:51:42.000Z","57","","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","data/knowledge_banks/kosmos/pairedimagesets_captions.json","Captioner","kosmos","3","20","Describe this image in one short sentence.","configs/sweep_visdiffbench_purity1.0_seed0/40_easy.yaml","Kangaroos in a desert","Camels in a desert","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/kosmos/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
